ORPHA:276413	10q22.3q23.3 microdeletion syndrome
OMIM:166000	ENCHONDROMATOSIS, MULTIPLE, OLLIER TYPE;;OLLIER DISEASE;;OSTEOCHONDROMATOSIS;;DYSCHONDROPLASIA
ORPHA:2022	Endocardial fibroelastosis
OMIM:226000	ENDOCARDIAL FIBROELASTOSIS
OMIM:226100	ENDOCARDIAL FIBROELASTOSIS AND COARCTATION OF ABDOMINAL AORTA
OMIM:612651	ENDOCRINE-CEREBROOSTEODYSPLASIA; ECO
OMIM:608089	Endometrial carcinoma, somatic
OMIM:131200	ENDOMETRIOSIS, SUSCEPTIBILITY TO, 1
OMIM:131200	ENDOMETRIOSIS, SUSCEPTIBILITY TO, 1;;ENDO1
OMIM:144750	ENDOSTEAL HYPEROSTOSIS, AUTOSOMAL DOMINANT
OMIM:144750	ENDOSTEAL HYPEROSTOSIS, AUTOSOMAL DOMINANT;;HYPEROSTOSIS CORTICALIS GENERALISATA, BENIGN FORM OF WORTH, WITH TORUSPALATINUS;;OSTEOSCLEROSIS, AUTOSOMAL DOMINANT
ORPHA:2790	Endosteal hyperostosis, Worth type
OMIM:603034	ENDPLATE ACETYLCHOLINESTERASE DEFICIENCY
OMIM:603034	ENDPLATE ACETYLCHOLINESTERASE DEFICIENCY; EAD;;ENGEL CONGENITAL MYASTHENIC SYNDROME;;MYASTHENIC SYNDROME, CONGENITAL, ENGEL TYPE;;CONGENITAL MYASTHENIC SYNDROME TYPE Ic; CMS1C;;CMS Ic
ORPHA:1937	Eng-Strom syndrome
OMIM:268100	ENHANCED S-CONE SYNDROME
OMIM:268100	ENHANCED S-CONE SYNDROME; ESCSGOLDMANN-FAVRE SYNDROME, INCLUDED;;RETINOSCHISIS WITH EARLY HEMERALOPIA, INCLUDED;;FAVRE HYALOIDEORETINAL DEGENERATION, INCLUDED
ORPHA:60015	Enlarged parietal foramina
OMIM:600791	ENLARGED VESTIBULAR AQUEDUCT
ORPHA:83620	Enteric anendocrinosis
OMIM:226150	ENTEROCOLITIS
OMIM:226200	ENTEROKINASE DEFICIENCY
OMIM:600351	ENTEROPATHY, FAMILIAL, WITH VILLOUS EDEMA AND IMMUNOGLOBULIN G2 DEFICIENCY
OMIM:226300	ENTEROPATHY, PROTEIN-LOSING
ORPHA:85438	Enthesitis-related juvenile idiopathic arthritis
OMIM:600631	ENURESIS, NOCTURNAL, 1
OMIM:600631	ENURESIS, NOCTURNAL, 1; ENUR1;;BEDWETTING
OMIM:600808	ENURESIS, NOCTURNAL, 2
OMIM:600808	ENURESIS, NOCTURNAL, 2; ENUR2
OMIM:131400	EOSINOPHILIA, FAMILIAL
ORPHA:73247	Eosinophilic esophagitis
ORPHA:3165	Eosinophilic fasciitis
OMIM:226350	EOSINOPHILIC FASCIITIS
ORPHA:2070	Eosinophilic gastroenteritis
ORPHA:183	Eosinophilic granulomatosis with polyangiitis
OMIM:131430	EOSINOPHILOPENIA
OMIM:261500	EOSINOPHIL PEROXIDASE DEFICIENCY; EPXD
ORPHA:251636	Ependymoma
OMIM:162900	Epidermal nevus, somatic
ORPHA:35125	Epidermal nevus syndrome
ORPHA:302	Epidermodysplasia verruciformis
OMIM:226400	EPIDERMODYSPLASIA VERRUCIFORMIS
OMIM:618231	Epidermodysplasia verruciformis 2
OMIM:226400	EPIDERMODYSPLASIA VERRUCIFORMIS, SUSCEPTIBILITY TO, 1; EV1
OMIM:618267	EPIDERMODYSPLASIA VERRUCIFORMIS, SUSCEPTIBILITY TO, 3; EV3
OMIM:618307	EPIDERMODYSPLASIA VERRUCIFORMIS, SUSCEPTIBILITY TO, 4; EV4
OMIM:618309	Epidermodysplasia verruciformis, susceptibility to, 5
OMIM:305350	EPIDERMODYSPLASIA VERRUCIFORMIS, X-LINKED
OMIM:305350	EPIDERMODYSPLASIA VERRUCIFORMIS, X-LINKED; EDVX; EDV2
OMIM:131600	EPIDERMOID CYSTS
ORPHA:46487	Epidermolysis bullosa acquisita
OMIM:131750	EPIDERMOLYSIS BULLOSA DYSTROPHICA, AUTOSOMAL DOMINANT
OMIM:131750	EPIDERMOLYSIS BULLOSA DYSTROPHICA, AUTOSOMAL DOMINANT; DDEB;;DYSTROPHIC EPIDERMOLYSIS BULLOSA, AUTOSOMAL DOMINANT;;EPIDERMOLYSIS BULLOSA DYSTROPHICA, COCKAYNE-TOURAINE TYPE; EBDCT;;EPIDERMOLYSIS BULLOSA DYSTROPHICA, PASINI TYPE;;ALBOPAPULOID DOMINANT DYSTROPHIC EPIDERMOLYSIS BULLOSA; EBDDEPIDERMOLYSIS BULLOSA DYSTROPHICA WITH SUBCORNEAL CLEAVAGE, INCLUDED;EBDSC, INCLUDED
OMIM:226600	EPIDERMOLYSIS BULLOSA DYSTROPHICA, AUTOSOMAL RECESSIVE
OMIM:226600	EPIDERMOLYSIS BULLOSA DYSTROPHICA, AUTOSOMAL RECESSIVE; RDEB;;DYSTROPHIC EPIDERMOLYSIS BULLOSA, AUTOSOMAL RECESSIVE;;EPIDERMOLYSIS BULLOSA DYSTROPHICA, HALLOPEAU-SIEMENS TYPE; EBR1EPIDERMOLYSIS BULLOSA DYSTROPHICA, AUTOSOMAL RECESSIVE, LOCALISATAVARIANT, INCLUDED;;EPIDERMOLYSIS BULLOSA DYSTROPHICA INVERSA, AUTOSOMAL RECESSIVE, INCLUDED
OMIM:226500	EPIDERMOLYSIS BULLOSA DYSTROPHICA NEUROTROPHICA
OMIM:226500	EPIDERMOLYSIS BULLOSA DYSTROPHICA NEUROTROPHICA;;EPIDERMOLYSIS BULLOSA WITH CONGENITAL DEAFNESS;;EPIDERMOLYSIS BULLOSA PROGRESSIVA, RECESSIVE; EBR3
OMIM:131850	EPIDERMOLYSIS BULLOSA DYSTROPHICA, PRETIBIAL
OMIM:131850	EPIDERMOLYSIS BULLOSA DYSTROPHICA, PRETIBIAL;;DYSTROPHIC EPIDERMOLYSIS BULLOSA, PRETIBIAL;;DEB, PRETIBIAL;;EPIDERMOLYSIS BULLOSA, PRETIBIAL
OMIM:131760	EPIDERMOLYSIS BULLOSA HERPETIFORMIS, DOWLING-MEARA TYPE
OMIM:226700	EPIDERMOLYSIS BULLOSA, JUNCTIONAL, HERLITZ TYPE
OMIM:226700	EPIDERMOLYSIS BULLOSA, JUNCTIONAL, HERLITZ TYPE;;EPIDERMOLYSIS BULLOSA JUNCTIONALIS, HERLITZ TYPE;;JEB-HERLITZ TYPE;;EPIDERMOLYSIS BULLOSA, JUNCTIONAL, HERLITZ-PEARSON TYPE;;HERLITZ-PEARSON-TYPE EPIDERMOLYSIS BULLOSA;;EPIDERMOLYSIS BULLOSA LETALIS
OMIM:226730	EPIDERMOLYSIS BULLOSA JUNCTIONALIS WITH PYLORIC ATRESIA
OMIM:226730	EPIDERMOLYSIS BULLOSA JUNCTIONALIS WITH PYLORIC ATRESIA;;EPIDERMOLYSIS BULLOSA, JUNCTIONAL, WITH PYLORIC ATRESIA;;JUNCTIONAL EPIDERMOLYSIS BULLOSA WITH PYLORIC ATRESIA;;JEB-PA;;EPIDERMYLOSIS BULLOSA, JUNCTIONAL, WITH PYLORIC ATRESIA AND APLASIACUTIS CONGENITA;;EB-PA-ACC;;CARMI SYNDROME;;APLASIA CUTIS CONGENITA WITH GASTROINTESTINAL ATRESIA
OMIM:226650	EPIDERMOLYSIS BULLOSA, JUNCTIONAL, NON-HERLITZ TYPE
OMIM:226650	EPIDERMOLYSIS BULLOSA, JUNCTIONAL, NON-HERLITZ TYPE;;EPIDERMOLYSIS BULLOSA JUNCTIONALIS, NON-HERLITZ TYPE;;EPIDERMOLYSIS BULLOSA JUNCTIONALIS, PROGRESSIVE;;EPIDERMOLYSIS BULLOSA JUNCTIONALIS, SEVERE NONLETHAL;;EPIDERMOLYSIS BULLOSA JUNCTIONALIS, DISENTIS TYPE;;EPIDERMOLYSIS BULLOSA, GENERALIZED ATROPHIC BENIGN; GABEBEPIDERMOLYSIS BULLOSA, JUNCTIONAL, LOCALISATA VARIANT, INCLUDED;;JUNCTIONAL EPIDERMOLYSIS BULLOSA INVERSA, INCLUDED;;JEB-I, INCLUDED
OMIM:226440	EPIDERMOLYSIS BULLOSA, LATE-ONSET LOCALIZED JUNCTIONAL, WITH MENTALRETARDATION
OMIM:609638	EPIDERMOLYSIS BULLOSA, LETHAL ACANTHOLYTIC
OMIM:609638	EPIDERMOLYSIS BULLOSA, LETHAL ACANTHOLYTIC; EBLA
OMIM:609638	EPIDERMOLYSIS BULLOSA, LETHAL ACANTHOLYTIC;;EBLA
OMIM:609638	EPIDERMOLYSIS BULLOSA, LETHAL ACANTHOLYTIC; EBLA;;LETHAL ACANTHOLYTIC EPIDERMOLYSIS BULLOSA; LAEB
OMIM:615028	EPIDERMOLYSIS BULLOSA, NONSPECIFIC, AUTOSOMAL RECESSIVE
OMIM:615028	EPIDERMOLYSIS BULLOSA, NONSPECIFIC, AUTOSOMAL RECESSIVE; EBNS
OMIM:604129	EPIDERMOLYSIS BULLOSA PRURIGINOSA
OMIM:604129	EPIDERMOLYSIS BULLOSA PRURIGINOSA;;DYSTROPHIC EPIDERMOLYSIS BULLOSA PRURIGINOSA;;DEB, PRURIGINOSA
ORPHA:304	Epidermolysis bullosa simplex
OMIM:601001	EPIDERMOLYSIS BULLOSA SIMPLEX, AUTOSOMAL RECESSIVE
OMIM:601001	EPIDERMOLYSIS BULLOSA SIMPLEX, AUTOSOMAL RECESSIVE 1; EBSB1
OMIM:615425	EPIDERMOLYSIS BULLOSA SIMPLEX, AUTOSOMAL RECESSIVE 2; EBSB2
ORPHA:89838	Epidermolysis bullosa simplex, autosomal recessive K14
OMIM:131760	EPIDERMOLYSIS BULLOSA SIMPLEX, DOWLING-MEARA TYPE; EBSDM
OMIM:131760	EPIDERMOLYSIS BULLOSA SIMPLEX, DOWLING-MEARA TYPE;;EPIDERMOLYSIS BULLOSA HERPETIFORMIS, DOWLING-MEARA TYPE;;EBS-DM
ORPHA:158668	Epidermolysis bullosa simplex due to plakophilin deficiency
OMIM:131900	EPIDERMOLYSIS BULLOSA SIMPLEX, GENERALIZED;;EBS, GENERALIZED;;EPIDERMOLYSIS BULLOSA SIMPLEX, KOEBNER TYPE
ORPHA:79399	Epidermolysis bullosa simplex, generalized intermediate
ORPHA:79396	Epidermolysis bullosa simplex, generalized severe
OMIM:617294	EPIDERMOLYSIS BULLOSA SIMPLEX, GENERALIZED, WITH SCARRING AND HAIR LOSS
OMIM:617294	EPIDERMOLYSIS BULLOSA SIMPLEX, GENERALIZED, WITH SCARRING AND HAIR LOSS; EBSSH
OMIM:131900	EPIDERMOLYSIS BULLOSA SIMPLEX, KOEBNER TYPE
ORPHA:79401	Epidermolysis bullosa simplex, Ogna type
OMIM:131950	EPIDERMOLYSIS BULLOSA SIMPLEX, OGNA TYPE
ORPHA:89839	Epidermolysis bullosa simplex superficialis
OMIM:131800	EPIDERMOLYSIS BULLOSA SIMPLEX, WEBER-COCKAYNE TYPE
ORPHA:158681	Epidermolysis bullosa simplex with circinate migratory erythema
ORPHA:2325	Epidermolysis bullosa simplex with deafness, alopecia, anodontia/hypodontia and nail dystrophy
ORPHA:79397	Epidermolysis bullosa simplex with mottled pigmentation
OMIM:131960	EPIDERMOLYSIS BULLOSA SIMPLEX WITH MOTTLED PIGMENTATION
OMIM:131960	EPIDERMOLYSIS BULLOSA SIMPLEX WITH MOTTLED PIGMENTATION; EBS-MP;;SPECKLED HYPERPIGMENTATION WITH PUNCTATE PALMOPLANTAR KERATOSES ANDCHILDHOOD BLISTERING
ORPHA:257	Epidermolysis bullosa simplex with muscular dystrophy
OMIM:226670	EPIDERMOLYSIS BULLOSA SIMPLEX WITH MUSCULAR DYSTROPHY
OMIM:226670	EPIDERMOLYSIS BULLOSA SIMPLEX WITH MUSCULAR DYSTROPHY;;EBS-MD;;EPIDERMOLYSIS BULLOSA SIMPLEX AND LIMB-GIRDLE MUSCULAR DYSTROPHY;;MD-EBS; MDEBS
OMIM:616487	EPIDERMOLYSIS BULLOSA SIMPLEX WITH NAIL DYSTROPHY; EBSND
ORPHA:158684	Epidermolysis bullosa simplex with pyloric atresia
OMIM:612138	EPIDERMOLYSIS BULLOSA SIMPLEX WITH PYLORIC ATRESIA
OMIM:132000	EPIDERMOLYSIS BULLOSA WITH CONGENITAL LOCALIZED ABSENCE OF SKIN ANDDEFORMITY OF NAILS
OMIM:132000	EPIDERMOLYSIS BULLOSA WITH CONGENITAL LOCALIZED ABSENCE OF SKIN ANDDEFORMITY OF NAILS;;EPIDERMOLYSIS BULLOSA DYSTROPHICA, BART TYPE
OMIM:131880	EPIDERMOLYSIS BULLOSA WITH DEFICIENCY OF GALACTOSYLHYDROXYLYSYL GLUCOSYLTRANSFERASE
OMIM:226735	EPIDERMOLYSIS BULLOSA WITH DIAPHRAGMATIC HERNIA
OMIM:113800	EPIDERMOLYTIC HYPERKERATOSIS
OMIM:113800	EPIDERMOLYTIC HYPERKERATOSIS; EHK;;BULLOUS ERYTHRODERMA ICHTHYOSIFORMIS CONGENITA OF BROCQ;;BULLOUS CONGENITAL ICHTHYOSIFORM ERYTHRODERMA; BCIE;;BULLOUS ICHTHYOSIFORM ERYTHRODERMA; BIE;;EPIDERMOLYTIC ICHTHYOSISEPIDERMOLYTIC HYPERKERATOSIS, LATE-ONSET, INCLUDED
ORPHA:2199	Epidermolytic palmoplantar keratoderma
OMIM:121200	EPILEPSY, BENIGN NEONATAL, 1
OMIM:121201	EPILEPSY, BENIGN NEONATAL, 2
OMIM:608217	EPILEPSY, BENIGN NEONATAL, 3
OMIM:269720	EPILEPSY, BENIGN NEONATAL, AUTOSOMAL RECESSIVE
OMIM:132090	EPILEPSY, BENIGN OCCIPITAL
OMIM:600131	EPILEPSY, CHILDHOOD ABSENCE, 1
OMIM:607681	EPILEPSY, CHILDHOOD ABSENCE, 2
OMIM:607682	EPILEPSY, CHILDHOOD ABSENCE, 3
OMIM:600131	EPILEPSY, CHILDHOOD ABSENCE, SUSCEPTIBILITY TO, 1; ECA1
OMIM:607681	EPILEPSY, CHILDHOOD ABSENCE, SUSCEPTIBILITY TO, 2; ECA2
OMIM:612269	Epilepsy, childhood absence, susceptibility to, 5
OMIM:617290	EPILEPSY, EARLY-ONSET, VITAMIN B6-DEPENDENT
OMIM:617290	EPILEPSY, EARLY-ONSET, VITAMIN B6-DEPENDENT; EPVB6D
OMIM:618832	Epilepsy, early-onset, with or without developmental delay
OMIM:601068	EPILEPSY, FAMILIAL ADULT MYOCLONIC, 1
OMIM:601068	EPILEPSY, FAMILIAL ADULT MYOCLONIC, 1; FAME1
OMIM:607876	EPILEPSY, FAMILIAL ADULT MYOCLONIC, 2
OMIM:607876	EPILEPSY, FAMILIAL ADULT MYOCLONIC, 2; FAME2;;BENIGN ADULT FAMILIAL MYOCLONIC EPILEPSY 2; BAFME2;;CORTICAL MYOCLONIC TREMOR WITH EPILEPSY, FAMILIAL, 2; FCMTE2;;CORTICAL MYOCLONUS AND EPILEPSY, AUTOSOMAL DOMINANT; ADCME
OMIM:613608	EPILEPSY, FAMILIAL ADULT MYOCLONIC, 3; FAME3;;CORTICAL MYOCLONIC TREMOR WITH EPILEPSY, FAMILIAL, 3; FCMTE3
OMIM:615127	EPILEPSY, FAMILIAL ADULT MYOCLONIC, 4; FAME4
OMIM:615127	EPILEPSY, FAMILIAL ADULT MYOCLONIC, 4; FAME4;;CORTICAL MYOCLONIC TREMOR WITH EPILEPSY, FAMILIAL, 4; FCMTE4
OMIM:615400	EPILEPSY, FAMILIAL ADULT MYOCLONIC, 5; FAME5
OMIM:615400	EPILEPSY, FAMILIAL ADULT MYOCLONIC, 5; FAME5;;CORTICAL MYOCLONIC TREMOR WITH EPILEPSY, FAMILIAL, 5; FCMTE5
OMIM:618075	Epilepsy, familial adult myoclonic, 7
OMIM:604364	EPILEPSY, FAMILIAL FOCAL, WITH VARIABLE FOCI 1; FFEVF1
OMIM:617116	EPILEPSY, FAMILIAL FOCAL, WITH VARIABLE FOCI 2
OMIM:617116	EPILEPSY, FAMILIAL FOCAL, WITH VARIABLE FOCI 2; FFEVF2
OMIM:617118	EPILEPSY, FAMILIAL FOCAL, WITH VARIABLE FOCI 3
OMIM:617118	EPILEPSY, FAMILIAL FOCAL, WITH VARIABLE FOCI 3; FFEVF3
OMIM:617935	EPILEPSY, FAMILIAL FOCAL, WITH VARIABLE FOCI 4; FFEVF4
OMIM:604364	EPILEPSY, FAMILIAL FOCAL, WITH VARIABLE FOCI; FFEVF;;EPILEPSY, PARTIAL, WITH VARIABLE FOCI; FPEVF
OMIM:611630	EPILEPSY, FAMILIAL MESIAL TEMPORAL LOBE
OMIM:608096	EPILEPSY, FAMILIAL TEMPORAL LOBE
OMIM:608096	EPILEPSY, FAMILIAL TEMPORAL LOBE, 2; ETL2
OMIM:611630	EPILEPSY, FAMILIAL TEMPORAL LOBE, 3; ETL3
OMIM:611630	EPILEPSY, FAMILIAL TEMPORAL LOBE, 3; ETL3;;EPILEPSY, FAMILIAL MESIAL TEMPORAL LOBE; FMTLE
OMIM:611631	EPILEPSY, FAMILIAL TEMPORAL LOBE, 4
OMIM:614417	EPILEPSY, FAMILIAL TEMPORAL LOBE, 5
OMIM:614417	EPILEPSY, FAMILIAL TEMPORAL LOBE, 5; ETL5
OMIM:615697	EPILEPSY, FAMILIAL TEMPORAL LOBE, 6; ETL6
OMIM:616436	EPILEPSY, FAMILIAL TEMPORAL LOBE, 7; ETL7
OMIM:616461	EPILEPSY, FAMILIAL TEMPORAL LOBE, 8; ETL8
OMIM:300088	EPILEPSY, FEMALE-RESTRICTED, WITH MENTAL RETARDATION
OMIM:245570	EPILEPSY, FOCAL, WITH SPEECH DISORDER AND WITH OR WITHOUT MENTAL RETARDATION;FESD;;APHASIA, ACQUIRED, WITH EPILEPSYLANDAU-KLEFFNER SYNDROME, INCLUDED; LKS, INCLUDED;;CONTINUOUS SPIKE AND WAVES DURING SLOW-WAVE SLEEP SYNDROME, INCLUDED;CSWS, INCLUDED; CSWSS, INCLUDED;;ROLANDIC EPILEPSY, MENTAL RETARDATION, AND SPEECH DYSPRAXIA, AUTOSOMALDOMINANT, INCLUDED; RESDAD, INCLUDED; ADRESD, INCLUDED;;BENIGN EPILEPSY OF CHILDHOOD WITH CENTROTEMPORAL SPIKES, INCLUDED;BECTS, INCLUDED
OMIM:616577	EPILEPSY, HEARING LOSS, AND MENTAL RETARDATION SYNDROME; EHLMRS
OMIM:613339	EPILEPSY, HOT WATER, 1
OMIM:613339	EPILEPSY, HOT WATER, 1; HWE1
OMIM:600669	EPILEPSY, IDIOPATHIC GENERALIZED
OMIM:613060	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 10; EIG10GENERALIZED EPILEPSY WITH FEBRILE SEIZURES PLUS, TYPE 5, SUSCEPTIBILITYTO, INCLUDED; GEFS5, INCLUDED;;GEFS+, TYPE 5, SUSCEPTIBILITY TO, INCLUDED;;GEFS+5, SUSCEPTIBILITY TO, INCLUDED;;GEFSP5, SUSCEPTIBILITY TO, INCLUDED;;EPILEPSY, JUVENILE MYOCLONIC, SUSCEPTIBILITY TO, 7, INCLUDED; EJM7,INCLUDED
OMIM:614847	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 12
OMIM:614847	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 12; EIG12
OMIM:616685	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 14
OMIM:616685	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 14; EIG14
OMIM:618357	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 15; EIG15
OMIM:618596	Epilepsy, idiopathic generalized, susceptibility to, 16
OMIM:608762	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 3; EIG3
OMIM:608762	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 3; EIG3;;EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, LOCUS ON CHROMOSOME9
OMIM:607682	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 9; EIG9EPILEPSY, JUVENILE MYOCLONIC, SUSCEPTIBILITY TO, 6, INCLUDED; EJM6,INCLUDED
OMIM:607631	EPILEPSY, JUVENILE ABSENCE
OMIM:617924	EPILEPSY, JUVENILE MYOCLONIC, SUSCEPTIBILITY TO, 10; EJM10
OMIM:614280	EPILEPSY, JUVENILE MYOCLONIC, SUSCEPTIBILITY TO, 9; EJM9
OMIM:600512	EPILEPSY, LATERAL TEMPORAL LOBE, AUTOSOMAL DOMINANT
ORPHA:1948	Epilepsy-microcephaly-skeletal dysplasia syndrome
OMIM:600513	EPILEPSY, NOCTURNAL FRONTAL LOBE, 1; ENFL1
OMIM:603204	EPILEPSY, NOCTURNAL FRONTAL LOBE, 2; ENFL2
OMIM:605375	Epilepsy, nocturnal frontal lobe, 3
OMIM:610353	EPILEPSY, NOCTURNAL FRONTAL LOBE, 4; ENFL4
OMIM:615005	EPILEPSY, NOCTURNAL FRONTAL LOBE, 5; ENFL5
OMIM:600513	EPILEPSY, NOCTURNAL FRONTAL LOBE, TYPE 1
OMIM:610353	EPILEPSY, NOCTURNAL FRONTAL LOBE, TYPE 4
OMIM:226800	EPILEPSY, PHOTOGENIC, WITH SPASTIC DIPLEGIA AND MENTAL RETARDATION
OMIM:616640	EPILEPSY, PROGRESSIVE MYOCLONIC, 10
OMIM:618876	Epilepsy, progressive myoclonic, 11
OMIM:612437	EPILEPSY, PROGRESSIVE MYOCLONIC 1B; EPM1B
OMIM:612437	EPILEPSY, PROGRESSIVE MYOCLONIC, 1B; EPM1B
OMIM:611726	EPILEPSY, PROGRESSIVE MYOCLONIC 3
OMIM:611726	EPILEPSY, PROGRESSIVE MYOCLONIC, 3, WITH OR WITHOUT INTRACELLULAR INCLUSIONS
OMIM:611726	EPILEPSY, PROGRESSIVE MYOCLONIC 3, WITH OR WITHOUT INTRACELLULAR INCLUSIONS;EPM3;;CEROID LIPOFUSCINOSIS, NEURONAL, 14; CLN14
OMIM:254900	EPILEPSY, PROGRESSIVE MYOCLONIC, 4, WITH OR WITHOUT RENAL FAILURE; EPM4
OMIM:254900	EPILEPSY, PROGRESSIVE MYOCLONIC 4, WITH OR WITHOUT RENAL FAILURE;EPM4;;ACTION MYOCLONUS-RENAL FAILURE SYNDROME; AMRF;;MYOCLONUS-NEPHROPATHY SYNDROME
OMIM:614018	EPILEPSY, PROGRESSIVE MYOCLONIC 6; EPM6
OMIM:614018	EPILEPSY, PROGRESSIVE MYOCLONIC, 6; EPM6
OMIM:616187	EPILEPSY, PROGRESSIVE MYOCLONIC 7; EPM7
OMIM:616230	EPILEPSY, PROGRESSIVE MYOCLONIC, 8; EPM8
OMIM:616540	EPILEPSY, PROGRESSIVE MYOCLONIC, 9; EPM9
OMIM:266100	EPILEPSY, PYRIDOXINE-DEPENDENT
OMIM:266100	EPILEPSY, PYRIDOXINE-DEPENDENT; EPD
OMIM:266100	EPILEPSY, PYRIDOXINE-DEPENDENT; EPD;;PYRIDOXINE-DEPENDENT EPILEPSY; PDE;;PYRIDOXINE DEPENDENCY WITH SEIZURES;;AASA DEHYDROGENASE DEFICIENCY
OMIM:132300	EPILEPSY, READING
OMIM:608105	EPILEPSY, ROLANDIC, WITH PAROXYSMAL EXERCISE-INDUCED DYSTONIA ANDWRITER'S CRAMP
OMIM:608105	EPILEPSY, ROLANDIC, WITH PAROXYSMAL EXERCISE-INDUCED DYSTONIA AND WRITER'S CRAMP; EPRPDC
OMIM:226850	EPILEPSY-TELANGIECTASIA
ORPHA:1951	Epilepsy-telangiectasia syndrome
OMIM:607628	EPILEPSY WITH GRAND MAL SEIZURES ON AWAKENING
OMIM:300491	Epilepsy, X-linked, with variable learning disabilities and behavior disorders
OMIM:615369	EPILEPTIC ENCEPHALOPATHY, CHILDHOOD-ONSET; EEOC
OMIM:308350	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 1
OMIM:613402	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 10; EIEE10;;MICROCEPHALY, SEIZURES, AND DEVELOPMENTAL DELAY; MCSZ
OMIM:613721	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 11; EIEE11
OMIM:613722	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 12; EIEE12
OMIM:614558	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 13
OMIM:614558	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 13; EIEE13
OMIM:614959	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 14
OMIM:614959	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 14; EIEE14
OMIM:615006	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 15
OMIM:615006	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 15; EIEE15
OMIM:615338	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 16
OMIM:615338	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 16; EIEE16
OMIM:615473	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 17; EIEE17
OMIM:615476	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 18
OMIM:615476	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 18; EIEE18
OMIM:615744	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 19; EIEE19
OMIM:308350	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 1; EIEE1
OMIM:308350	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 1; EIEE1;;INFANTILE SPASM SYNDROME, X-LINKED 1; ISSX1;;WEST SYNDROME, X-LINKED;;OHTAHARA SYNDROME, X-LINKED;;INFANTILE EPILEPTIC-DYSKINETIC ENCEPHALOPATHY;;XMESID
OMIM:300672	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 2
OMIM:615833	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 21
OMIM:615833	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 21; EIEE21
OMIM:615859	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 23; EIEE23
OMIM:615871	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 24; EIEE24
OMIM:615905	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 25
OMIM:615905	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 25; EIEE25
OMIM:615905	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 25, WITH AMELOGENESIS IMPERFECTA; EIEE25
OMIM:616056	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 26
OMIM:616056	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 26; EIEE26
OMIM:616139	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 27
OMIM:616139	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 27; EIEE27
OMIM:616211	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 28; EIEE28
OMIM:616339	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 29
OMIM:616339	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 29; EIEE29
OMIM:300672	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 2; EIEE2;;INFANTILE SPASM SYNDROME, X-LINKED 2; ISSX2
